word,sentiment_importance,course_importance,total_importance,category,word_length,is_japanese,rank
制作,0.0004783300682902,0.0003882791137411,0.0008666091820312999,低重要度,2,True,1987
馬鹿,0.000434820436769,0.0004310549961196,0.0008658754328886001,低重要度,2,True,1989
アーキテクチャ,0.0004124444510255,0.0004524237343243,0.0008648681853498,低重要度,7,True,1993
電子性,0.0004059264902025,0.0004582563415169,0.0008641828317194,低重要度,3,True,1996
微妙,0.0004215293696948,0.0004404389432498,0.0008619683129446,低重要度,2,True,2002
送る,0.0004590431849161,0.0004025196035703,0.0008615627884864,低重要度,2,True,2004
CS,0.0004686982585833,0.0003917148480048,0.0008604131065881,低重要度,2,False,2012
見せ,0.0004678684473037,0.0003923273086547,0.0008601957559584001,低重要度,2,True,2014
あっ習,0.00040171014107,0.0004569174987929,0.0008586276398628999,低重要度,3,True,2017
多い,0.0004805022761935,0.0003758931325541,0.0008563954087476,低重要度,2,True,2022
授業度,0.0004611691193921,0.0003941250698907,0.0008552941892828,低重要度,3,True,2026
強調,0.0004944828423586,0.0003600818189707,0.0008545646613293,低重要度,2,True,2029
変数,0.000421228317114,0.0004322202159808,0.0008534485330948,低重要度,2,True,2030
ソフトウェア,0.0004114891269377,0.0004409538848059,0.0008524430117436,低重要度,6,True,2032
立つ,0.0003760423567286,0.0004763888909404,0.000852431247669,低重要度,2,True,2033
デマンド,0.0004713350861537,0.0003805821080033,0.0008519171941569999,低重要度,4,True,2034
はず,0.0004977810595716,0.0003529103738921,0.0008506914334637,低重要度,2,True,2037
です板,0.0004700164903293,0.0003760023550553,0.0008460188453846,低重要度,3,True,2056
自力,0.0004079773056286,0.0004375048533633,0.0008454821589919,低重要度,2,True,2057
金属,0.0004899335258147,0.0003551056279855,0.0008450391538001999,低重要度,2,True,2059
おこなっ,0.0004554582493645,0.0003876292279788,0.0008430874773433,低重要度,4,True,2064
役立つ,0.0004186218442476,0.000424387662307,0.0008430095065546,低重要度,3,True,2066
通しべ,0.0004595550043242,0.0003833536590848,0.000842908663409,低重要度,3,True,2067
タイプ,0.000426672399044,0.0004133470356464,0.0008400194346904,低重要度,3,True,2071
追いつけ,0.000489938826788,0.0003500712059793,0.0008400100327673,低重要度,4,True,2072
理解まり,0.0003889742730693,0.0004506482319398,0.0008396225050091,低重要度,4,True,2073
向い,0.0004409791103431,0.0003971571901014,0.0008381363004445,低重要度,2,True,2079
今後張り,0.0004679653793573,0.0003677047789096,0.0008356701582669,低重要度,4,True,2085
苦手しかっ,0.000491768742601,0.0003418078025182,0.0008335765451191999,低重要度,5,True,2093
とてもり,0.0004788674414157,0.0003540549013349,0.0008329223427506001,低重要度,4,True,2094
いっぱい,0.0004436627030372,0.0003890484571456,0.0008327111601828,低重要度,4,True,2096
話しかける,0.000351566200455,0.0004793591797351,0.0008309253801901,低重要度,5,True,2101
あっかり,0.0003716334700584,0.0004586689174175,0.0008303023874759,低重要度,4,True,2106
外部,0.0003445781767368,0.0004855344692866,0.0008301126460234,低重要度,2,True,2108
すごくかり,0.0003367625176906,0.0004933408715508,0.0008301033892414001,低重要度,5,True,2109
深くべ,0.00040972919669,0.0004194355569779,0.0008291647536679001,低重要度,3,True,2111
させる,0.000489235988685,0.0003394473876271,0.0008286833763121001,低重要度,3,True,2113
災害,0.0003820563787999,0.0004422211128732,0.0008242774916731,低重要度,2,True,2125
全員,0.0004476110830351,0.0003763437271118,0.0008239548101469,低重要度,2,True,2127
慣れ,0.0004720070041142,0.0003511141125972,0.0008231211167114,低重要度,2,True,2132
ラズ,0.0004934035241603,0.000327106565237,0.0008205100893973001,低重要度,2,True,2139
リモート,0.00044600268205,0.0003742789228757,0.0008202816049257,低重要度,4,True,2141
通行,0.0004689544439315,0.0003486558794975,0.000817610323429,低重要度,2,True,2148
チームワーク,0.0004533696919679,0.0003641873598098,0.0008175570517777,低重要度,6,True,2149
内田,0.0004231460392475,0.0003940343856811,0.0008171804249285999,低重要度,2,True,2150
受け,0.0003755415921043,0.0004415090552112,0.0008170506473155,低重要度,2,True,2151
などけ,0.00046755136414,0.0003484433347528,0.0008159946988928,低重要度,3,True,2155
完走,0.000445619225502,0.0003690458834171,0.0008146651089191001,低重要度,2,True,2161
資料,0.0003682919887421,0.0004461906943083,0.0008144826830503999,低重要度,2,True,2162
言葉遣い,0.00037933099601,0.0004341163569026,0.0008134473529126,低重要度,4,True,2165
テーマ,0.0004988381794343,0.0003143690992146,0.0008132072786489,低重要度,3,True,2166
先輩,0.0003723407639785,0.0004407029123382,0.0008130436763167,低重要度,2,True,2169
踏まえ,0.0004470177172195,0.0003637289184899,0.0008107466357094,低重要度,3,True,2175
ミクロ,0.0004548318684101,0.0003547674935796,0.0008095993619897,低重要度,3,True,2176
出席,0.0004575913160169,0.000351970485092,0.0008095618011089,低重要度,2,True,2177
回し,0.0003547485917806,0.0004539459943771,0.0008086945861577001,低重要度,2,True,2181
工程,0.0003900823907719,0.0004175582693682,0.0008076406601401,低重要度,2,True,2186
管理,0.000325140707633,0.000482420930091,0.000807561637724,低重要度,2,True,2188
画面,0.0003205690412752,0.0004865530758134,0.0008071221170886001,低重要度,2,True,2189
コピー,0.0003428177109786,0.0004640700561659,0.0008068877671445,低重要度,3,True,2190
IP,0.0003410749137401,0.0004650205373764,0.0008060954511165,低重要度,2,False,2198
教科習,0.0004513204275142,0.0003538667446091,0.0008051871721233,低重要度,3,True,2199
きっちり,0.0004149573770436,0.0003889324990185,0.0008038898760620999,低重要度,4,True,2202
トランジスタ,0.0003600538424823,0.0004426432044609,0.0008026970469432,低重要度,6,True,2207
意思,0.0004092367099864,0.0003934555820056,0.0008026922919920001,低重要度,2,True,2208
必ず,0.0004603912598116,0.000341915049927,0.0008023063097386,低重要度,2,True,2210
中高,0.0003960422343677,0.0004050102498796,0.0008010524842473,低重要度,2,True,2215
寄り添っ,0.0003522993887172,0.0004478342392865,0.0008001336280037,低重要度,4,True,2217
低い,0.0003580821212381,0.0004408084787428,0.0007988905999809,低重要度,2,True,2219
中途端,0.0004441197961568,0.0003537585337956,0.0007978783299524,低重要度,3,True,2223
食品,0.000471649416646,0.0003260540180518,0.0007977034346978,低重要度,2,True,2224
デジタル,0.0003861114382743,0.0004111167788505,0.0007972282171248,低重要度,4,True,2225
体調,0.0004037560830856,0.0003929269211045,0.0007966830041900999,低重要度,2,True,2226
入っ,0.00046659724378,0.0003296829820648,0.0007962802258448,低重要度,2,True,2227
今度,0.0004198513925075,0.0003751084208488,0.0007949598133563,低重要度,2,True,2231
前半,0.0004693231456083,0.0003250337218585,0.0007943568674668,低重要度,2,True,2233
有効,0.0003927042264313,0.0004008635878562,0.0007935678142875001,低重要度,2,True,2237
タイピング,0.0003388844754384,0.0004545294720193,0.0007934139474576999,低重要度,5,True,2238
開い,0.0004343390464782,0.0003585532307624,0.0007928922772406,低重要度,2,True,2240
反対,0.0004225533921271,0.000370061956346,0.0007926153484731,低重要度,2,True,2242
Express,0.0004889406263828,0.0003014154732227,0.0007903560996054999,低重要度,7,False,2246
すすめ,0.0003579431514945,0.0004320830213937,0.0007900261728882,低重要度,3,True,2248
ルール,0.0004644708404707,0.0003237869850424,0.0007882578255131,低重要度,3,True,2252
視聴,0.0003219593961078,0.000465926929162,0.0007878863252698,低重要度,2,True,2254
初め,0.0004487115127796,0.0003381906161931,0.0007869021289727001,低重要度,2,True,2261
必要,0.0004845521293864,0.0003015057772249,0.0007860579066113,低重要度,2,True,2265
大切,0.0003416582488166,0.0004442895111799,0.0007859477599964999,低重要度,2,True,2267
なかっしかっ,0.0004553699658976,0.0003295938173929,0.0007849637832905,低重要度,6,True,2268
よう張り,0.0003533403906557,0.0004290648632579,0.0007824052539136,低重要度,4,True,2272
上がっ,0.0003370208164247,0.0004450922402051,0.0007821130566298,低重要度,3,True,2273
世間,0.0002987810543605,0.0004833117127418,0.0007820927671022999,低重要度,2,True,2274
納得,0.0004943341016769,0.0002870839089155,0.0007814180105924,低重要度,2,True,2275
楽しく,0.0004774811271673,0.0003035451500461,0.0007810262772134,低重要度,3,True,2277
展開,0.0004086606204509,0.0003722205080769,0.0007808811285277999,低重要度,2,True,2278
つまづい,0.0003305066376924,0.0004503652453422,0.0007808718830346,低重要度,4,True,2279
コミュ,0.0004258573055267,0.0003547087311744,0.0007805660367011,低重要度,3,True,2281
送り,0.0004767416976392,0.0003016116097569,0.0007783533073961,低重要度,2,True,2289
ウェルネス,0.0003246690756008,0.000453575203816,0.0007782442794168,低重要度,5,True,2291
行き,0.0002932235753784,0.0004846045436958,0.0007778281190742,低重要度,2,True,2292
Conversation,0.0003100282046943,0.0004668915644288,0.0007769197691231,低重要度,12,False,2295
変わっ,0.0003973987084208,0.0003787898050065,0.0007761885134272999,低重要度,3,True,2297
いれ丈夫,0.0004816887155175,0.0002928999066352,0.0007745886221527,低重要度,4,True,2302
結論,0.0002837911248207,0.0004886165261268,0.0007724076509475,低重要度,2,True,2307
認識,0.0004631129300428,0.0003077107378178,0.0007708236678606001,低重要度,2,True,2310
日々,0.0003583765633049,0.0004116897545163,0.0007700663178211999,低重要度,2,True,2313
引き締め,0.0004498623311519,0.0003201862176259,0.0007700485487778001,低重要度,4,True,2314
アンテナ,0.000335334179302,0.0004343794037898,0.0007697135830918,低重要度,4,True,2315
教えけ,0.000382232346705,0.0003866904548236,0.0007689228015286,低重要度,3,True,2320
追加,0.0004747387553964,0.0002938908125673,0.0007686295679637,低重要度,2,True,2321
受講,0.0004692231723515,0.000298897264881,0.0007681204372325,低重要度,2,True,2323
特性,0.0003933656600213,0.0003731523550325,0.0007665180150538,低重要度,2,True,2326
解け,0.0004000193142193,0.0003653540018391,0.0007653733160584,低重要度,2,True,2330
なれる,0.0004880620787541,0.000277294880814,0.0007653569595681,低重要度,3,True,2331
使える,0.0004140040202235,0.0003512373871423,0.0007652414073658,低重要度,3,True,2333
進め,0.0004761257829765,0.0002888221855437,0.0007649479685202,低重要度,2,True,2334
そこそこ,0.0004092003736231,0.0003556112448374,0.0007648116184605,低重要度,4,True,2335
身体,0.0004614984823597,0.0003025502794318,0.0007640487617914999,低重要度,2,True,2338
公務,0.0004456962148348,0.0003183248142401,0.0007640210290749,低重要度,2,True,2339
厳密,0.0002736349900563,0.0004871226847171,0.0007607576747734001,低重要度,2,True,2346
増し,0.0004072651267051,0.0003531148036321,0.0007603799303372,低重要度,2,True,2349
たっ,0.0004504606127738,0.0003098562359809,0.0007603168487547,低重要度,2,True,2350
です習習,0.0003216209551019,0.0004385461009317,0.0007601670560336,低重要度,4,True,2351
上手い,0.000439526779311,0.0003204228622572,0.0007599496415682,低重要度,3,True,2352
土地,0.0004180441610515,0.0003391276113688,0.0007571717724203,低重要度,2,True,2356
保つ,0.0004518760833889,0.0003045462071895,0.0007564222905784,低重要度,2,True,2358
つき,0.000426906169252,0.0003276823039075,0.0007545884731595,低重要度,2,True,2362
生活直す,0.0004550899778093,0.0002991940293993,0.0007542840072086001,低重要度,4,True,2363
導入,0.0004216213710606,0.000332114752382,0.0007537361234426,低重要度,2,True,2365
直流,0.0003404086455702,0.0004114406183362,0.0007518492639064,低重要度,2,True,2371
完璧,0.0004292513761255,0.0003225950731171,0.0007518464492426,低重要度,2,True,2372
見え,0.0003738754029784,0.0003767907619476,0.000750666164926,低重要度,2,True,2373
みな,0.0003801718646404,0.0003698966374584,0.0007500685020988,低重要度,2,True,2377
ますしかっ,0.0003663345705717,0.0003828788176178,0.0007492133881895,低重要度,5,True,2379
幅広く,0.0004640679274286,0.0002850992338997,0.0007491671613282999,低重要度,3,True,2380
各種,0.0004909932613372,0.0002578844626744,0.0007488777240116,低重要度,2,True,2381
さん,0.0002581493272522,0.0004905087598523,0.0007486580871045,低重要度,2,True,2383
出来れ,0.0003790899234659,0.0003685885492493,0.0007476784727152,低重要度,3,True,2388
マスク,0.0004358757287263,0.0003116875886917,0.000747563317418,低重要度,3,True,2389
夏目石,0.0004698217592456,0.0002776147289709,0.0007474364882165,低重要度,3,True,2390
写し,0.0003494682411352,0.0003975321139608,0.000747000355096,低重要度,2,True,2395
変わる,0.0004586560482328,0.0002881776202808,0.0007468336685136001,低重要度,3,True,2396
事柄,0.0002825387308131,0.0004641825090283,0.0007467212398414,低重要度,2,True,2397
成果,0.0004221082199364,0.0003245407715439,0.0007466489914803,低重要度,2,True,2398
使っ,0.0004185701900073,0.0003261430036202,0.0007447131936275,低重要度,2,True,2402
懸命,0.0003022410623405,0.00044170362146,0.0007439446838005,低重要度,2,True,2404
感じる,0.0003311588240901,0.0004104767606851,0.0007416355847752,低重要度,3,True,2407
スピード,0.0004729375757865,0.0002675016753767,0.0007404392511632,低重要度,4,True,2410
参加,0.0003801456223877,0.0003601548572381,0.0007403004796258,低重要度,2,True,2411
川端成,0.0002539250999689,0.0004855704804261,0.000739495580395,低重要度,3,True,2412
色々べ,0.000334108248353,0.0004052308698495,0.0007393391182025,低重要度,3,True,2413
安全,0.0004246851260011,0.0003130442716858,0.0007377293976869,低重要度,2,True,2416
よくべ,0.0003732622911532,0.0003644234190384,0.0007376857101916,低重要度,3,True,2417
たびたび,0.0004345817225319,0.0003023030502455,0.0007368847727774,低重要度,4,True,2419
コロナ,0.0003099501969254,0.0004267761496459,0.0007367263465713,低重要度,3,True,2420
適用,0.0002364473683493,0.0004981766854013,0.0007346240537506,低重要度,2,True,2425
回路修,0.0002452634274959,0.0004892066121101,0.000734470039606,低重要度,3,True,2426
聞こう,0.0004842729618151,0.0002487227320671,0.0007329956938822,低重要度,3,True,2427
プロジェクター,0.0003931981821854,0.000338348870476,0.0007315470526614,低重要度,7,True,2432
テンポ,0.000290217676333,0.0004403633730752,0.0007305810494082001,低重要度,3,True,2435
記録,0.0002977347799709,0.0004323603851454,0.0007300951651163,低重要度,2,True,2436
DCAD,0.0003062656947544,0.0004222212093217,0.0007284869040761,低重要度,4,False,2441
出来,0.0004336522575448,0.0002943313254757,0.0007279835830205,低重要度,2,True,2442
従っ,0.0002318999419609,0.0004956039289633,0.0007275038709242,低重要度,2,True,2443
改める,0.0002454320589701,0.000481699903806,0.0007271319627761,低重要度,3,True,2445
描き,0.0003971862606704,0.000329908914864,0.0007270951755344,低重要度,2,True,2446
MOS,0.0003608167171478,0.0003658469234194,0.0007266636405672,低重要度,3,False,2447
クリア,0.0003562292882374,0.0003699990255492,0.0007262283137866,低重要度,3,True,2449
記事,0.0004347215872257,0.0002903286367654,0.0007250502239911,低重要度,2,True,2450
大変,0.0004998424196338,0.0002248193308406,0.0007246617504744,低重要度,2,True,2451
上手く,0.0003068963686625,0.0004169513781865,0.0007238477468490001,低重要度,3,True,2454
いい習,0.0004739414900541,0.0002496781945228,0.0007236196845769,低重要度,3,True,2455
共通,0.0002475974283048,0.0004757898194449,0.0007233872477497,低重要度,2,True,2456
今回,0.0003652309062163,0.0003580106691473,0.0007232415753636,低重要度,2,True,2457
連携,0.0003697151939074,0.0003528955082098,0.0007226107021172,低重要度,2,True,2459
単語習,0.0004320234060287,0.0002898648381233,0.000721888244152,低重要度,3,True,2460
だんだん,0.0003164623631164,0.0004039276391267,0.0007203900022431,低重要度,4,True,2463
つながっ,0.0004731109986702,0.0002471134066581,0.0007202244053283,低重要度,4,True,2464
資料っ,0.0003971873472134,0.0003228336572647,0.0007200210044780999,低重要度,3,True,2468
プリント,0.0004117766623088,0.0003077345949775,0.0007195112572863001,低重要度,4,True,2470
クイズ,0.0004943480545824,0.000225080685182,0.0007194287397644001,低重要度,3,True,2471
面接,0.0002249722679456,0.0004913916190465,0.0007163638869921,低重要度,2,True,2477
スマホ,0.0003987759924851,0.0003172640617077,0.0007160400541928,低重要度,3,True,2478
ます験,0.0004929024726152,0.0002230871468782,0.0007159896194934,低重要度,3,True,2479
めんど,0.0003279116936028,0.0003871880471706,0.0007150997407733999,低重要度,3,True,2482
聴く,0.0002251470944395,0.0004884719296737,0.0007136190241132,低重要度,2,True,2484
速度,0.0002938833306817,0.0004194479654817,0.0007133312961634,低重要度,2,True,2485
よく習,0.0002425032357374,0.0004703491926193,0.0007128524283567001,低重要度,3,True,2487
までれ,0.0004979641073279,0.0002136131127675,0.0007115772200953999,低重要度,3,True,2490
内部,0.0002929557647023,0.0004181287118366,0.0007110844765389,低重要度,2,True,2492
LTspice,0.000362042337656,0.0003487753371397,0.0007108176747957,低重要度,7,False,2493
レポートめ,0.0004563873101558,0.0002541989088058,0.0007105862189616,低重要度,5,True,2494
特有,0.0004628064731756,0.0002470004061857,0.0007098068793613,低重要度,2,True,2495
交流,0.0002491249881609,0.0004606714679135,0.0007097964560744,低重要度,2,True,2496
リアクション,0.0002585846398557,0.0004510251539094,0.0007096097937651,低重要度,6,True,2497
思い出す,0.0002584477119586,0.0004507807247778,0.0007092284367364,低重要度,4,True,2499
HCI,0.0003662772476673,0.0003429010510444,0.0007091782987117,低重要度,3,False,2500
なか,0.0004008957429936,0.0003072827270156,0.0007081784700092,低重要度,2,True,2501
期間,0.000422620140016,0.0002851256728172,0.0007077458128332,低重要度,2,True,2504
おもい,0.0003570230169729,0.0003503940322182,0.0007074170491911001,低重要度,3,True,2505
足り,0.0004307689507388,0.0002762940712273,0.0007070630219661,低重要度,2,True,2506
ない末,0.0004419766366481,0.0002645939588546,0.0007065705955027,低重要度,3,True,2510
競技,0.000448188278824,0.000256972387433,0.000705160666257,低重要度,2,True,2513
実現,0.0002443299939235,0.0004597480098406,0.0007040780037641,低重要度,2,True,2516
受け習,0.0004904679954051,0.0002128146588802,0.0007032826542852999,低重要度,3,True,2518
授業しかっ,0.000353654846549,0.0003483425825834,0.0007019974291324,低重要度,5,True,2519
入る,0.0004002790898084,0.0003008473664522,0.0007011264562606,低重要度,2,True,2524
理解しかっ,0.0002335461654833,0.0004675734255995,0.0007011195910828,低重要度,5,True,2525
上記,0.0003525248418251,0.0003483518958091,0.0007008767376342,低重要度,2,True,2526
やる気,0.0002998747911892,0.0003990525085675,0.0006989272997566999,低重要度,3,True,2529
世界,0.0002063191221917,0.0004922622705207,0.0006985813927123999,低重要度,2,True,2532
ペア,0.0002402681652661,0.0004576666915154,0.0006979348567815,低重要度,2,True,2534
応じ,0.000483231449669,0.0002145415002649,0.0006977729499339,低重要度,2,True,2535
非常,0.0003021759106152,0.0003952905202089,0.0006974664308241,低重要度,2,True,2537
あげ,0.0004162815782953,0.0002804763395996,0.0006967579178949,低重要度,2,True,2538
今回べ,0.0003245886829164,0.0003720654381646,0.0006966541210809999,低重要度,3,True,2539
建設,0.0003181830048561,0.000378331542015,0.0006965145468710999,低重要度,2,True,2540
テスト点,0.0004539950327439,0.0002411949363621,0.000695189969106,低重要度,4,True,2543
ある,0.0004577100964692,0.0002372481425603,0.0006949582390295,低重要度,2,True,2545
詳しく,0.0004669128796986,0.0002279597064179,0.0006948725861165,低重要度,3,True,2546
軽く,0.0002081797768672,0.0004859529435634,0.0006941327204306,低重要度,2,True,2547
公式,0.0004403812964575,0.0002531959854681,0.0006935772819256,低重要度,2,True,2549
得意,0.0004505666355926,0.0002429476338075,0.0006935142694001,低重要度,2,True,2550
よう習習,0.000424638390541,0.0002686992287635,0.0006933376193045001,低重要度,4,True,2551
驚き,0.0004160600127997,0.0002764598638923,0.000692519876692,低重要度,2,True,2554
強制,0.0003150440752506,0.000377149010698,0.0006921930859486,低重要度,2,True,2555
変え,0.0004288673591919,0.0002629800866811,0.000691847445873,低重要度,2,True,2556
満点,0.0003950207028537,0.0002966825850307,0.0006917032878844,低重要度,2,True,2557
当日,0.0004345633089542,0.0002569638192653,0.0006915271282195001,低重要度,2,True,2558
感じ習,0.0004873217216559,0.0002040841749736,0.0006914058966295,低重要度,3,True,2559
すれ,0.0002216621367044,0.0004697304955402,0.0006913926322446,低重要度,2,True,2560
裁判,0.0002392308165629,0.000450853506724,0.0006900843232869,低重要度,2,True,2561
組み合わせ,0.0003713805228471,0.0003173399716615,0.0006887204945086,低重要度,5,True,2562
いずれ,0.0003422863781452,0.0003458634018898,0.000688149780035,低重要度,3,True,2563
ルーム,0.0002922111501296,0.0003959275782108,0.0006881387283404,低重要度,3,True,2564
名前,0.0003575181891751,0.0003305344387542,0.0006880526279293,低重要度,2,True,2565
先生け,0.0004251291128722,0.0002628673206676,0.0006879964335397999,低重要度,3,True,2566
気づい,0.000294809362718,0.0003924646547862,0.0006872740175042,低重要度,3,True,2567
楽しめ,0.0004840738450487,0.0002023946079942,0.0006864684530429,低重要度,3,True,2569
付い,0.0004763344509734,0.0002095373347401,0.0006858717857134999,低重要度,2,True,2570
問題,0.0002624437356962,0.0004220675715466,0.0006845113072428001,低重要度,2,True,2572
過ごせ,0.0004314649207838,0.0002523067182508,0.0006837716390346,低重要度,3,True,2573
意識れ,0.0003442578017711,0.0003383323550224,0.0006825901567935,低重要度,3,True,2576
などしかっ,0.0003678457190593,0.0003139575322469,0.0006818032513062,低重要度,5,True,2578
聞き取り,0.0003535967658866,0.0003271517579001,0.0006807485237867,低重要度,4,True,2579
扱っ,0.0004211463607274,0.0002592486830858,0.0006803950438132,低重要度,2,True,2580
概念,0.0003669272504142,0.0003132769787633,0.0006802042291774999,低重要度,2,True,2581
作ら,0.0002322515042928,0.0004477704373689,0.0006800219416617001,低重要度,2,True,2582
少なく,0.0002112131803593,0.0004687982195235,0.0006800113998828,低重要度,3,True,2583
考えれ,0.0004380262560314,0.0002416604095035,0.0006796866655349001,低重要度,3,True,2584
学問,0.0002636744585983,0.0004151478848036,0.0006788223434019,低重要度,2,True,2585
やり直し,0.00022717290803,0.0004491515849765,0.0006763244930065,低重要度,4,True,2589
避け,0.0002293263872464,0.0004469603300094,0.0006762867172558,低重要度,2,True,2590
集団,0.0004818111658096,0.0001942075788974,0.000676018744707,低重要度,2,True,2591
おく,0.0003433604271406,0.0003326157998062,0.0006759762269467999,低重要度,2,True,2592
学ん,0.0002803709068352,0.0003946308911831,0.0006750017980183,低重要度,2,True,2593
やすく書,0.0002416004426777,0.0004327660426497,0.0006743664853274,低重要度,4,True,2594
つかむ,0.0004308596253395,0.0002432497484343,0.0006741093737738,低重要度,3,True,2595
くる習,0.0003039702773094,0.000369207561016,0.0006731778383254,低重要度,3,True,2597
会う,0.0004483789205551,0.0002241268754005,0.0006725057959556,低重要度,2,True,2598
リンク,0.0004173205657438,0.0002550983970815,0.0006724189628253,低重要度,3,True,2599
重視,0.0002476703375577,0.0004240822579179,0.0006717525954756,低重要度,2,True,2600
徹底,0.0002060151048775,0.0004656391924825,0.00067165429736,低重要度,2,True,2601
今後,0.0003400092019573,0.0003310398068662,0.0006710490088235,低重要度,2,True,2604
今後張っ,0.0004753250628709,0.0001954555511474,0.0006707806140183,低重要度,4,True,2605
たら丈夫,0.0002204451916946,0.0004501231014728,0.0006705682931674,低重要度,4,True,2606
目指し,0.0004068534076213,0.0002629607915878,0.0006698141992091,低重要度,3,True,2607
努める,0.0004386082291603,0.0002311574561255,0.0006697656852858,低重要度,3,True,2608
何故,0.0004937285557389,0.0001753587275743,0.0006690872833132,低重要度,2,True,2609
ピン,0.0004534081866343,0.000215674440066,0.0006690826267003,低重要度,2,True,2610
曖昧,0.0004767237231135,0.0001919077709317,0.0006686314940452,低重要度,2,True,2612
抜け,0.0003181573535714,0.0003503326858792,0.0006684900394506,低重要度,2,True,2613
不明,0.0001782877370715,0.0004900600761175,0.000668347813189,低重要度,2,True,2614
関わっ,0.0004750925662188,0.0001918963831046,0.0006669889493234,低重要度,3,True,2616
